,objectid,bygning_id,bygningstype_navn,bruksareal_totalt,antall_etasjer,bebygd_areal,energiomraadeid,tatt_i_bruk,bygningsomraadeid,y,x,har_fjernvarme,har_grunnvarme,har_adresse,he,bolig,ventilasjonsprinsipp,siste_rehab,byggetype,varme_fra_energisentral,strøm,varmt_tappevann_fra,profet_bygningstype,profet_bygningsstandard,varmeløsning,profet_date,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,scenario_navn,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
10,11,592798,Studenthjem/studentboliger,7807,10,0,radiator,1012018,EksisterendeOgBT3,59.964932,10.732541,,,OMT8-10,277.0,277.0,Balansert,2018,Boligblokk,1056110,885950,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,True,False,False,False,False,True,0,0,True,"[46.64590747 47.44590747 44.84590747 ... 54.04590747 48.64590747
  5.84590747]","[61.55409253 61.55409253 61.55409253 ... 61.55409253 61.55409253
 61.55409253]","[107.73642571 108.85456355 110.20108351 ... 107.0339786   99.45131143
  52.21349   ]","[15.27262956 15.35216402 16.33879401 ... 13.24701778 12.70135099
 11.59189563]","[61.55409253 61.55409253 61.55409253 ... 61.55409253 61.55409253
 61.55409253]",3148.0,1888800.0,626100.0,44.0,45.0,352542.6512455516,251816.17946110826,0,525357.7487544485,100726.4717844433,0.0,0.0,0.0,0.0,0,44.4,0.0,0.0,0.0,0.0,0.0,0,45.2,0.0,0.0,0.0,solcellerHalvGrunnvarmeHalv,Referansesituasjon,"[13.32740214 13.55597356 12.81311642 ... 15.44168785 13.89883071
  1.67025928]","[-33.31850534 -33.88993391 -32.03279105 ... -38.60421962 -34.74707677
  -4.1756482 ]",[0. 0. 0. ... 0. 0. 0.],0,0,"[74.88149466 75.11006609 74.36720895 ... 76.99578038 75.45292323
 63.2243518 ]"
11,12,593922,Studenthjem/studentboliger,1991,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.965243,10.73141,,,OMT18,82.0,67.0,Avtrekksventilasjon,1970,Boligblokk,312639,267909,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[37.30246181 38.31816853 36.18518442 ... 27.55167731 27.85638932
 24.91083984]","[13.07659145 13.07659145 13.07659145 ... 13.07659145 13.07659145
 13.07659145]","[55.3870196  56.49690431 55.53220409 ... 43.23767674 42.89625624
 38.63698344]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[13.07659145 13.07659145 13.07659145 ... 13.07659145 13.07659145
 13.07659145]",1403.0,841800.0,155700.0,11.0,12.0,157083.37945371302,112202.4138955093,0,110825.62054628725,44880.965558203716,0.0,0.0,0.0,0.0,0,10.664920548925743,0.0,0.0,0.0,0.0,0.0,0,11.782197939765583,0.0,0.0,0.0,solcellerHalvGrunnvarmeHalv,Referansesituasjon,"[10.65784623 10.94804815 10.33862412 ...  7.8719078   7.95896838
  7.11738281]","[-26.64461558 -27.37012038 -25.8465603  ... -19.67976951 -19.89742095
 -17.79345703]",[0. 0. 0. ... 0. 0. 0.],0,0,"[23.73443768 24.0246396  23.41521557 ... 20.94849925 21.03555983
 20.19397426]"
12,13,593923,Studenthjem/studentboliger,2164,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.965032,10.730378,,,OMT24,82.0,67.0,Avtrekksventilasjon,1970,Boligblokk,312639,397638,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,False,True,False,False,False,False,0,0,True,"[41.99637363 42.10508983 40.03948193 ... 59.60839885 59.17353403
 57.86893957]","[19.86314707 19.86314707 19.86314707 ... 19.86314707 19.86314707
 19.86314707]","[60.08093142 60.28382561 59.38650161 ... 75.29439829 74.21340095
 71.59508317]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[19.86314707 19.86314707 19.86314707 ... 19.86314707 19.86314707
 19.86314707]",0.0,0.0,351800.0,-5.0,-7.0,228068.25504180728,0.0,0,169569.74495819313,0.0,0.0,45877.62796223356,0.0,0.0,0,16.089998354102104,0.0,0.0,21.1313903192,0.6842156893630253,0.0,0,19.863147073645738,0.0,0.0,27.903006385599998,solcellerHalvGrunnvarmeHalv,Referansesituasjon,0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[61.8595207  61.9682369  59.90262901 ... 79.47154592 79.0366811
 77.73208664]"
13,14,593932,Studenthjem/studentboliger,2164,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964821,10.729364,,,OMT26,82.0,67.0,Avtrekksventilasjon,1970,Boligblokk,312639,306648,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,True,False,False,False,True,0,0,True,"[47.439505   44.05509835 43.60384413 ... 17.20547228 16.52859095
 16.30296384]","[16.86422131 16.86422131 16.86422131 ... 16.86422131 16.86422131
 16.86422131]","[65.52406279 62.23383413 62.9508638  ... 32.89147171 31.56845786
 30.02910744]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[16.86422131 16.86422131 16.86422131 ... 16.86422131 16.86422131
 16.86422131]",1465.0,879000.0,143600.0,-3.0,-13.0,164026.1803375256,117161.55738394686,0,142621.81966247447,46864.62295357874,0.0,45877.62796223356,4.795981235661287,3.425700882615205,0,16.86422131133333,1.3702803530460823,0.0,21.1313903192,0.0,0.0,0,14.440135031329746,0.0,0.0,27.903006385599998,solcellerHalvGrunnvarmeHalv,Referansesituasjon,"[13.55414429 12.58717096 12.45824118 ...  4.91584922  4.72245456
  4.65798967]","[-33.88536071 -31.46792739 -31.14560295 ... -12.28962306 -11.80613639
 -11.64497417]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],"[30.4183656  29.45139227 29.32246249 ... 21.78007053 21.58667587
 21.52221098]"
14,15,593933,Studenthjem/studentboliger,3605,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964115,10.728414,,,OMT34-36,144.0,126.0,Avtrekksventilasjon,1970,Boligblokk,549025,506479,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[63.7050836  61.2610211  58.00227109 ... 53.92883357 54.33617733
 54.13250545]","[26.72522917 26.72522917 26.72522917 ... 26.72522917 26.72522917
 26.72522917]","[95.46333144 93.18465466 91.97752514 ... 81.47497892 80.74765093
 78.23695275]",[7.93956196 7.98090839 8.49381351 ... 6.88653634 6.6028684  6.02611182],"[26.72522917 26.72522917 26.72522917 ... 26.72522917 26.72522917
 26.72522917]",2483.0,1489800.0,307900.0,23.0,21.0,278057.4362851391,198612.4544893851,0,228421.56371486245,79444.98179575402,0.0,0.0,0.0,0.0,0,23.21859382163,0.0,0.0,0.0,0.0,0.0,0,20.978203189718336,0.0,0.0,0.0,solcellerHalvGrunnvarmeHalv,Referansesituasjon,"[18.20145246 17.50314888 16.57207745 ... 15.40823816 15.52462209
 15.46643013]","[-45.50363115 -43.75787221 -41.43019363 ... -38.52059541 -38.81155523
 -38.66607532]",[0. 0. 0. ... 0. 0. 0.],0,0,"[44.92668163 44.22837806 43.29730663 ... 42.13346734 42.24985127
 42.1916593 ]"
15,16,593934,Barnehage,561,2,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964233,10.728939,,,OMT32,0.0,0.0,Balansert,1970,Barnehage,117390,82643,Varmesentral 1 (OMT72),Barnehage,Eldre,Panelovn,,False,False,False,False,False,False,0,0,True,[2.88591271 3.00389358 3.23985531 ... 1.47014234 1.5881232  1.82408493],[5.3727478 5.3727478 5.3727478 ... 5.3727478 5.3727478 5.3727478],[8.57069327 8.49719669 8.74567982 ... 8.12760346 7.63501459 7.94402737],[1.42119514 1.37332578 1.37645613 ... 1.66436528 1.51172285 1.52998561],[5.3727478 5.3727478 5.3727478 ... 5.3727478 5.3727478 5.3727478],0.0,0.0,82600.0,2.0,7.0,43423.33371945321,0.0,0,39219.666280546546,0.0,0.0,0.0,0.0,0.0,0,2.2416364254123544,0.0,0.0,0.0,1.352161473691794,0.0,0,5.37274780254527,0.0,0.0,0.0,solcellerHalvGrunnvarmeHalv,Referansesituasjon,0,0,0,0,0,[8.25866051 8.37664138 8.61260311 ... 6.84289014 6.96087101 7.19683273]
16,17,593935,Studenthjem/studentboliger,2164,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.963812,10.729544,,,OMT46,82.0,67.0,Avtrekksventilasjon,1970,Boligblokk,312639,304293,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[40.94293813 42.89872464 40.42825747 ... 35.0755786  32.60511143
 31.06106945]","[16.08367906 16.08367906 16.08367906 ... 16.08367906 16.08367906
 16.08367906]","[59.02749593 61.07746042 59.77527714 ... 50.76157804 47.64497835
 44.78721305]",[4.52113945 4.54468395 4.83675492 ... 3.92149986 3.75996673 3.4315359 ],"[16.08367906 16.08367906 16.08367906 ... 16.08367906 16.08367906
 16.08367906]",1484.0,890400.0,185600.0,15.0,16.0,166156.3647392352,118683.11767088226,0,138136.63526076535,47473.24706835291,0.0,0.0,0.0,0.0,0,15.131611422215663,0.0,0.0,0.0,0.0,0.0,0,15.646292082835243,0.0,0.0,0.0,solcellerHalvGrunnvarmeHalv,Referansesituasjon,"[11.69798232 12.25677847 11.55093071 ... 10.02159389  9.31574612
  8.87459127]","[-29.24495581 -30.64194617 -28.87732677 ... -25.05398472 -23.28936531
 -22.18647818]",[0. 0. 0. ... 0. 0. 0.],0,0,"[27.78166139 28.34045753 27.63460977 ... 26.10527295 25.39942519
 24.95827034]"
17,18,593936,Studenthjem/studentboliger,3156,4,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964537,10.73046,,,OMT20-22,148.0,66.0,Avtrekksventilasjon,1970,Boligblokk,564275,629648,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,False,True,False,False,False,False,0,0,True,"[73.0367055  70.65077068 67.07186845 ... 71.84373809 67.07186845
 64.88476154]","[35.92098458 35.92098458 35.92098458 ... 35.92098458 35.92098458
 35.92098458]","[105.67712689 103.46117185 101.99087957 ... 100.15505415  94.21699411
  89.65877682]",[8.16010535 8.20260029 8.72975278 ... 7.07782901 6.78628141 6.19350382],"[35.92098458 35.92098458 35.92098458 ... 35.92098458 35.92098458
 35.92098458]",0.0,0.0,546000.0,-5.0,-19.0,323264.16942077305,0.0,0,306383.8305792252,0.0,0.0,83635.50938586477,0.0,0.0,0,33.80074327420203,0.0,0.0,38.522797971,0.0,0.0,0,31.613636356459548,0.0,0.0,50.867541677999995,solcellerHalvGrunnvarmeHalv,Referansesituasjon,0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[108.95769008 106.57175526 102.99285304 ... 107.76472267 102.99285304
 100.80574612]"
18,19,593937,Barnehage,562,2,0,skoglyBarnehage,1012009,EksisterendeOgBT3,59.964629,10.730984,,,OMT16,0.0,0.0,Balansert,2009,Barnehage,117390,99556,Varmesentral 1 (OMT72),Barnehage,Eldre,Panelovn,,False,False,False,False,False,False,0,0,True,[9.8964846  9.94732348 9.99816236 ... 6.13440746 6.43944074 6.74447402],[4.94846845 4.94846845 4.94846845 ... 4.94846845 4.94846845 4.94846845],"[15.58126516 15.4406266  15.50398688 ... 12.79186858 12.48633212
 12.86441647]",[1.42119514 1.37332578 1.37645613 ... 1.66436528 1.51172285 1.52998561],[4.94846845 4.94846845 4.94846845 ... 4.94846845 4.94846845 4.94846845],0.0,0.0,99600.0,2.0,4.0,60722.883089892464,0.0,0,38833.116910107354,0.0,0.0,0.0,0.0,0.0,0,2.287749615092948,0.0,0.0,0.0,0.0,0.0,0,3.6095605038133174,0.0,0.0,0.0,solcellerHalvGrunnvarmeHalv,Referansesituasjon,0,0,0,0,0,"[14.84495306 14.89579194 14.94663082 ... 11.08287591 11.3879092
 11.69294248]"
19,20,593938,Studenthjem/studentboliger,9945,13,0,radiator,1012015,EksisterendeOgBT3,59.96473,10.731491,,,OMT12-14,328.0,328.0,Balansert,2015,Boligblokk,1250556,773317,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,False,True,False,False,False,False,0,0,True,"[24.58489596 23.43025591 25.16221599 ... 27.18283608 26.89417607
 27.47149609]","[67.78630825 67.78630825 67.78630825 ... 67.78630825 67.78630825
 67.78630825]","[ 96.92312713  96.14519903 102.55029467 ...  89.92683382  87.05364373
  82.3760705 ]","[18.08455779 18.17873578 19.34701967 ... 15.68599944 15.03986692
 13.7261436 ]","[67.78630825 67.78630825 67.78630825 ... 67.78630825 67.78630825
 67.78630825]",0.0,0.0,692200.0,24.0,10.0,192037.11404362798,0.0,0,581279.8859563697,0.0,0.0,81091.46347298677,0.0,0.0,0,61.48458280343797,0.0,0.0,37.351001835,0.0,0.0,0,59.752622724467884,0.0,0.0,49.32024003,solcellerHalvGrunnvarmeHalv,Referansesituasjon,0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],"[92.37120421 91.21656416 92.94852424 ... 94.96914433 94.68048432
 95.25780434]"
