,objectid,bygning_id,bygningstype_navn,bruksareal_totalt,antall_etasjer,bebygd_areal,energiomraadeid,tatt_i_bruk,bygningsomraadeid,y,x,har_fjernvarme,har_grunnvarme,har_adresse,he,bolig,ventilasjonsprinsipp,siste_rehab,byggetype,varme_fra_energisentral,strøm,varmt_tappevann_fra,profet_bygningstype,profet_bygningsstandard,varmeløsning,profet_date,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario,scenario_navn,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
10,11,592798,Studenthjem/studentboliger,8352,10,0,radiatorMedSolceller,1012018,EksisterendeOgBT3,59.964932,10.732541,,,OMT8-10,277,277,Balansert,2018,Boligblokk,538115.1,885950,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,False,False,False,False,False,False,0,0,True,"[46.64590747 47.44590747 44.84590747 ... 54.04590747 48.64590747
  5.84590747]","[61.55409253 61.55409253 61.55409253 ... 61.55409253 61.55409253
 61.55409253]","[46.64590747 47.44590747 44.84590747 ... 54.04590747 48.64590747
  5.84590747]","[76.3631478  76.76082009 81.69397005 ... 66.23508891 63.50675495
 57.95947816]","[61.55409253 61.55409253 61.55409253 ... 61.55409253 61.55409253
 61.55409253]",0.0,0.0,877900.0,44.0,45.0,352542.6512455516,0.0,0,525357.7487544485,0.0,0.0,0,0.0,0.0,0,44.4,0.0,0.0,0,0.0,0.0,0,45.2,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,[108.2 109.  106.4 ... 115.6 110.2  67.4]
11,12,593922,Studenthjem/studentboliger,2134,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.965243,10.73141,,,OMT18,82,67,Avtrekksventilasjon,1970,Boligblokk,159297.61,267909,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[37.30246181 38.31816853 36.18518442 ... 27.55167731 27.85638932
 24.91083984]","[13.07659145 13.07659145 13.07659145 ... 13.07659145 13.07659145
 13.07659145]","[37.30246181 38.31816853 36.18518442 ... 27.55167731 27.85638932
 24.91083984]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[13.07659145 13.07659145 13.07659145 ... 13.07659145 13.07659145
 13.07659145]",1403.0,841800.0,155700.0,11.0,12.0,157083.37945371302,112202.4138955093,0,110825.62054628725,44880.965558203716,0.0,0,0.0,0.0,0,10.664920548925743,0.0,0.0,0,0.0,0.0,0,11.782197939765583,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[10.65784623 10.94804815 10.33862412 ...  7.8719078   7.95896838
  7.11738281]","[-26.64461558 -27.37012038 -25.8465603  ... -19.67976951 -19.89742095
 -17.79345703]",[0. 0. 0. ... 0. 0. 0.],0,0,"[23.73443768 24.0246396  23.41521557 ... 20.94849925 21.03555983
 20.19397426]"
12,13,593923,Studenthjem/studentboliger,2324,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.965032,10.730378,,,OMT24,82,67,Avtrekksventilasjon,1970,Boligblokk,159297.61,397638,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[41.99637363 42.10508983 40.03948193 ... 59.60839885 59.17353403
 57.86893957]","[19.86314707 19.86314707 19.86314707 ... 19.86314707 19.86314707
 19.86314707]","[41.99637363 42.10508983 40.03948193 ... 59.60839885 59.17353403
 57.86893957]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[19.86314707 19.86314707 19.86314707 ... 19.86314707 19.86314707
 19.86314707]",2036.0,1221600.0,234700.0,16.0,20.0,228068.25504180728,162905.89645843377,0,169569.74495819313,65162.35858337351,0.0,0,0.0,0.0,0,16.089998354102104,0.0,0.0,0,0.6842156893630253,0.48872549240216095,0,19.863147073645738,0.1954901969608644,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[11.99896389 12.03002567 11.43985198 ... 17.0309711  16.90672401
 16.53398273]","[-29.99740973 -30.07506416 -28.59962995 ... -42.57742775 -42.26681002
 -41.33495684]",[0. 0. 0. ... 0. 0. 0.],0,0,"[31.86211097 31.89317274 31.30299905 ... 36.89411817 36.76987108
 36.39712981]"
13,14,593932,Studenthjem/studentboliger,2324,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964821,10.729364,,,OMT26,82,67,Avtrekksventilasjon,1970,Boligblokk,159297.61,306648,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[47.439505   44.05509835 43.60384413 ... 17.20547228 16.52859095
 16.30296384]","[16.86422131 16.86422131 16.86422131 ... 16.86422131 16.86422131
 16.86422131]","[47.439505   44.05509835 43.60384413 ... 17.20547228 16.52859095
 16.30296384]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[16.86422131 16.86422131 16.86422131 ... 16.86422131 16.86422131
 16.86422131]",1465.0,879000.0,189500.0,18.0,14.0,164026.1803375256,117161.55738394686,0,142621.81966247447,46864.62295357874,0.0,0,4.795981235661287,3.425700882615205,0,16.86422131133333,1.3702803530460823,0.0,0,0.0,0.0,0,14.440135031329746,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[13.55414429 12.58717096 12.45824118 ...  4.91584922  4.72245456
  4.65798967]","[-33.88536071 -31.46792739 -31.14560295 ... -12.28962306 -11.80613639
 -11.64497417]",[0. 0. 0. ... 0. 0. 0.],0,0,"[30.4183656  29.45139227 29.32246249 ... 21.78007053 21.58667587
 21.52221098]"
14,15,593933,Studenthjem/studentboliger,3960,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964115,10.728414,,,OMT34-36,144,126,Avtrekksventilasjon,1970,Boligblokk,279742.15,506479,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[63.7050836  61.2610211  58.00227109 ... 53.92883357 54.33617733
 54.13250545]","[26.72522917 26.72522917 26.72522917 ... 26.72522917 26.72522917
 26.72522917]","[63.7050836  61.2610211  58.00227109 ... 53.92883357 54.33617733
 54.13250545]","[39.69780979 39.90454196 42.46906757 ... 34.43268169 33.01434201
 30.13055912]","[26.72522917 26.72522917 26.72522917 ... 26.72522917 26.72522917
 26.72522917]",2483.0,1489800.0,307900.0,23.0,21.0,278057.4362851391,198612.4544893851,0,228421.56371486245,79444.98179575402,0.0,0,0.0,0.0,0,23.21859382163,0.0,0.0,0,0.0,0.0,0,20.978203189718336,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[18.20145246 17.50314888 16.57207745 ... 15.40823816 15.52462209
 15.46643013]","[-45.50363115 -43.75787221 -41.43019363 ... -38.52059541 -38.81155523
 -38.66607532]",[0. 0. 0. ... 0. 0. 0.],0,0,"[44.92668163 44.22837806 43.29730663 ... 42.13346734 42.24985127
 42.1916593 ]"
15,16,593934,Barnehage,561,2,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964233,10.728939,,,OMT32,0,0,Balansert,1970,Barnehage,59813.29,82643,Varmesentral 1 (OMT72),Barnehage,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,[2.88591271 3.00389358 3.23985531 ... 1.47014234 1.5881232  1.82408493],[5.3727478 5.3727478 5.3727478 ... 5.3727478 5.3727478 5.3727478],[2.88591271 3.00389358 3.23985531 ... 1.47014234 1.5881232  1.82408493],[7.1059757  6.86662889 6.88228065 ... 8.3218264  7.55861423 7.64992805],[5.3727478 5.3727478 5.3727478 ... 5.3727478 5.3727478 5.3727478],368.0,220800.0,53200.0,2.0,6.0,43423.33371945321,29420.8914781204,0,39219.666280546546,11768.356591248159,2234.0856500846485,0,0.0,0.0,0,2.2416364254123544,0.0,0.0,0,1.352161473691794,0.965829624065567,0,5.37274780254527,0.3863318496262269,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,[0.82454649 0.85825531 0.92567294 ... 0.42004067 0.45374949 0.52116712],"[-2.06136622 -2.14563827 -2.31418236 ... -1.05010167 -1.13437372
 -1.30291781]",[0. 0. 0. ... 0. 0. 0.],0,0,[6.19729429 6.23100311 6.29842075 ... 5.79278847 5.82649729 5.89391493]
16,17,593935,Studenthjem/studentboliger,2324,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.963812,10.729544,,,OMT46,82,67,Avtrekksventilasjon,1970,Boligblokk,159297.61,304293,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[40.94293813 42.89872464 40.42825747 ... 35.0755786  32.60511143
 31.06106945]","[16.08367906 16.08367906 16.08367906 ... 16.08367906 16.08367906
 16.08367906]","[40.94293813 42.89872464 40.42825747 ... 35.0755786  32.60511143
 31.06106945]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[16.08367906 16.08367906 16.08367906 ... 16.08367906 16.08367906
 16.08367906]",1484.0,890400.0,185600.0,15.0,16.0,166156.3647392352,118683.11767088226,0,138136.63526076535,47473.24706835291,0.0,0,0.0,0.0,0,15.131611422215663,0.0,0.0,0,0.0,0.0,0,15.646292082835243,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[11.69798232 12.25677847 11.55093071 ... 10.02159389  9.31574612
  8.87459127]","[-29.24495581 -30.64194617 -28.87732677 ... -25.05398472 -23.28936531
 -22.18647818]",[0. 0. 0. ... 0. 0. 0.],0,0,"[27.78166139 28.34045753 27.63460977 ... 26.10527295 25.39942519
 24.95827034]"
17,18,593936,Studenthjem/studentboliger,3915,4,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964537,10.73046,,,OMT20-22,148,66,Avtrekksventilasjon,1970,Boligblokk,287512.76,629648,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[73.0367055  70.65077068 67.07186845 ... 71.84373809 67.07186845
 64.88476154]","[35.92098458 35.92098458 35.92098458 ... 35.92098458 35.92098458
 35.92098458]","[73.0367055  70.65077068 67.07186845 ... 71.84373809 67.07186845
 64.88476154]","[40.80052673 41.01300146 43.64876389 ... 35.38914507 33.93140707
 30.9675191 ]","[35.92098458 35.92098458 35.92098458 ... 35.92098458 35.92098458
 35.92098458]",2886.0,1731600.0,398700.0,34.0,32.0,323264.16942077305,230902.97815769503,0,306383.8305792252,92361.19126307801,0.0,0,0.0,0.0,0,33.80074327420203,0.0,0.0,0,0.0,0.0,0,31.613636356459548,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[20.86763014 20.18593448 19.16339099 ... 20.52678231 19.16339099
 18.5385033 ]","[-52.16907536 -50.4648362  -47.90847747 ... -51.31695578 -47.90847747
 -46.34625824]",[0. 0. 0. ... 0. 0. 0.],0,0,"[56.78861472 56.10691906 55.08437557 ... 56.44776689 55.08437557
 54.45948788]"
18,19,593937,Barnehage,562,2,0,skoglyBarnehage,1012009,EksisterendeOgBT3,59.964629,10.730984,,,OMT16,0,0,Balansert,2009,Barnehage,59813.29,99556,Varmesentral 1 (OMT72),Barnehage,Eldre,Panelovn,,False,False,False,False,False,False,0,0,True,[9.8964846  9.94732348 9.99816236 ... 6.13440746 6.43944074 6.74447402],[4.94846845 4.94846845 4.94846845 ... 4.94846845 4.94846845 4.94846845],[9.8964846  9.94732348 9.99816236 ... 6.13440746 6.43944074 6.74447402],[7.1059757  6.86662889 6.88228065 ... 8.3218264  7.55861423 7.64992805],[4.94846845 4.94846845 4.94846845 ... 4.94846845 4.94846845 4.94846845],0.0,0.0,99600.0,2.0,4.0,60722.883089892464,0.0,0,38833.116910107354,0.0,0.0,0,0.0,0.0,0,2.287749615092948,0.0,0.0,0,0.0,0.0,0,3.6095605038133174,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[14.84495306 14.89579194 14.94663082 ... 11.08287591 11.3879092
 11.69294248]"
19,20,593938,Studenthjem/studentboliger,10351,13,0,radiator,1012015,EksisterendeOgBT3,59.96473,10.731491,,,OMT12-14,328,328,Balansert,2015,Boligblokk,637190.44,773317,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,False,False,False,False,False,False,0,0,True,"[24.58489596 23.43025591 25.16221599 ... 27.18283608 26.89417607
 27.47149609]","[67.78630825 67.78630825 67.78630825 ... 67.78630825 67.78630825
 67.78630825]","[24.58489596 23.43025591 25.16221599 ... 27.18283608 26.89417607
 27.47149609]","[90.42278897 90.8936789  96.73509836 ... 78.42999718 75.19933458
 68.63071801]","[67.78630825 67.78630825 67.78630825 ... 67.78630825 67.78630825
 67.78630825]",0.0,0.0,773300.0,61.0,60.0,192037.11404362798,0.0,0,581279.8859563697,0.0,0.0,0,0.0,0.0,0,61.48458280343797,0.0,0.0,0,0.0,0.0,0,59.752622724467884,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[92.37120421 91.21656416 92.94852424 ... 94.96914433 94.68048432
 95.25780434]"
20,21,593939,Studenthjem/studentboliger,2324,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964226,10.731572,,,OMT50,84,36,Avtrekksventilasjon,1970,Boligblokk,163182.92,322806,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[30.56872211 29.16271315 28.35927945 ... 38.40220063 35.79104113
 32.1755895 ]","[18.64159166 18.64159166 18.64159166 ... 18.64159166 18.64159166
 18.64159166]","[30.56872211 29.16271315 28.35927945 ... 38.40220063 35.79104113
 32.1755895 ]","[23.15705571 23.27764947 24.77362275 ... 20.08573098 19.25836617
 17.57615949]","[18.64159166 18.64159166 18.64159166 ... 18.64159166 18.64159166
 18.64159166]",1468.0,880800.0,205400.0,17.0,14.0,164400.51711743814,117428.94079817008,0,158405.48288256224,46971.57631926803,0.0,0,0.0,0.0,0,17.27382442761393,0.0,0.0,0,0.0,0.0,0,14.461806497537246,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,"[ 8.7339206   8.33220376  8.10265127 ... 10.97205732 10.22601175
  9.19302557]","[-21.83480151 -20.83050939 -20.25662818 ... -27.43014331 -25.56502938
 -22.98256393]",[0. 0. 0. ... 0. 0. 0.],0,0,"[27.37551227 26.97379542 26.74424294 ... 29.61364899 28.86760341
 27.83461724]"
21,22,593941,Studenthjem/studentboliger,2324,5,0,rehab1970Panelovn,1011970,EksisterendeOgBT3,59.964033,10.730559,,,OMT48,82,67,Avtrekksventilasjon,1970,Boligblokk,159297.61,286105,Varmesentral 1 (OMT72),Hus,Eldre,Panelovn,,True,False,False,False,False,True,0,0,True,"[31.63058079 30.20790894 28.98847592 ... 28.58199825 25.83827396
 25.53341571]","[16.33378449 16.33378449 16.33378449 ... 16.33378449 16.33378449
 16.33378449]","[31.63058079 30.20790894 28.98847592 ... 28.58199825 25.83827396
 25.53341571]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[16.33378449 16.33378449 16.33378449 ... 16.33378449 16.33378449
 16.33378449]",1312.0,787200.0,181100.0,17.0,16.0,146975.2136760148,104982.2954828677,0,139129.78632398506,41992.91819314709,0.0,0,2.3641884159631985,1.6887060114022847,0,16.333784487893215,0.6754824045609138,0.0,0,0.0,0.0,0,16.05586803700714,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,[9.0373088  8.63083112 8.28242169 ... 8.16628521 7.38236399 7.29526163],"[-22.59327199 -21.57707781 -20.70605423 ... -20.41571303 -18.45590997
 -18.23815408]",[0. 0. 0. ... 0. 0. 0.],0,0,"[25.37109328 24.96461561 24.61620618 ... 24.5000697  23.71614848
 23.62904612]"
22,23,4285839,Studenthjem/studentboliger,12081,14,0,radiator,1012007,EksisterendeOgBT3,59.964454,10.733375,,,OMT2-4,396,306,Avtrekksventilasjon,2007,Boligblokk,769290.9,954060,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,False,False,False,False,False,False,0,0,True,"[18.14987262 17.53915364 14.18019924 ... 19.98202956 17.84451313
 11.43196383]","[92.08490334 92.08490334 92.08490334 ... 92.08490334 92.08490334
 92.08490334]","[18.14987262 17.53915364 14.18019924 ... 19.98202956 17.84451313
 11.43196383]","[109.16897692 109.73749038 116.78993582 ...  94.68987464  90.78944053
  82.85903759]","[92.08490334 92.08490334 92.08490334 ... 92.08490334 92.08490334
 92.08490334]",0.0,0.0,954100.0,88.0,74.0,170058.44372213274,0.0,0,784001.5562778714,0.0,0.0,0,0.0,0.0,0,88.24889266136744,0.0,0.0,0,0.0,0.0,0,73.89699662301356,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[110.23477595 109.62405697 106.26510258 ... 112.0669329  109.92941646
 103.51686717]"
23,24,5614767,Studenthjem/studentboliger,7756,9,0,radiatorMedSolceller,1012018,EksisterendeOgBT3,59.963358,10.733078,,,OMT68,237,220,Balansert,2018,Boligblokk,460408.95,608017,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,False,False,False,False,False,False,0,0,True,"[14.8490855  17.06442558 14.24490185 ... 17.06442558 14.64769095
 15.25187461]","[52.61808943 52.61808943 52.61808943 ... 52.61808943 52.61808943
 52.61808943]","[14.8490855  17.06442558 14.24490185 ... 17.06442558 14.64769095
 15.25187461]","[65.33597861 65.6762253  69.89700705 ... 56.67045528 54.33610456
 49.58987856]","[52.61808943 52.61808943 52.61808943 ... 52.61808943 52.61808943
 52.61808943]",0.0,0.0,608000.0,47.0,46.0,155766.5582463338,0.0,0,452250.44175366417,0.0,0.0,0,0.0,0.0,0,47.126325175536124,0.0,0.0,0,0.0,0.0,0,45.716563311310686,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[67.46717493 69.682515   66.86299127 ... 69.682515   67.26578038
 67.86996403]"
24,25,5615545,Studenthjem/studentboliger,5543,11,0,radiator,1012018,EksisterendeOgBT3,59.96386,10.733679,,,OMT70,129,129,Balansert,2018,Boligblokk,250602.34,0,Varmesentral 1 (OMT72),Hus,Eldre,Radiator,,False,False,False,False,False,False,0,0,True,"[73.48504275 56.78479677 74.67469464 ... 93.59666388 87.25716644
 88.44364261]","[23.08336177 17.96925139 16.15276373 ... 39.65531488 35.35163711
 28.05774198]","[100.84271534  87.22719778 108.97187904 ... 109.53672959 104.29992823
 106.09602153]","[ 8.20490048  5.30536937  3.7479704  ... 14.9058365  12.53254618
  9.33954371]","[23.08336177 17.96925139 16.15276373 ... 39.65531488 35.35163711
 28.05774198]",0.0,0.0,792200.0,61.0,54.0,570286.8910314846,0.0,0,221918.4080637581,0.0,0.0,0,35.58484066135242,0.0,0,25.514660143100002,0.0,0.0,0,33.51280024038103,0.0,0,20.7638468569,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[ 96.56840452  74.75404816  90.82745837 ... 133.25197876 122.60880355
 116.50138459]"
25,26,5734422,Studenthjem/studentboliger,1447,4,0,breeam,1012019,EksisterendeOgBT3,59.963463,10.728471,,,OMT40,54,18,Balansert,2019,Boligblokk,159297.61,217788,Varmesentral 2 (OMT38),Hus,Eldre,Elektrisk gulvvarme på bad. Ventilasjonsvarme,,False,False,False,False,False,False,0,0,True,"[ 4.15603672  2.12932543 10.60466355 ...  8.76219875  5.99850153
  4.4016987 ]","[17.64646352 17.64646352 17.64646352 ... 17.64646352 17.64646352
 17.64646352]","[ 4.15603672  2.12932543 10.60466355 ...  8.76219875  5.99850153
  4.4016987 ]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[17.74646352 17.64646352 17.64646352 ... 17.64646352 17.74646352
 17.64646352]",0.0,0.0,217800.0,10.0,2.0,81636.1210109163,0.0,0,136151.87898908328,0.0,0.0,0,0.0,0.0,0,10.010725461847098,0.0,0.0,0,0.0,0.0,0,2.4566197452385516,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[21.80250024 19.77578895 28.25112707 ... 26.40866226 23.64496505
 22.04816221]"
26,27,5734455,Studenthjem/studentboliger,3234,5,0,breeam,1012019,EksisterendeOgBT3,59.963669,10.728844,,,OMT38,120,40,Balansert,2019,Boligblokk,159297.61,217788,Varmesentral 2 (OMT38),Hus,Eldre,Elektrisk gulvvarme på bad. Ventilasjonsvarme,,False,False,False,False,False,False,0,0,True,"[ 4.15603672  2.12932543 10.60466355 ...  8.76219875  5.99850153
  4.4016987 ]","[17.64646352 17.64646352 17.64646352 ... 17.64646352 17.64646352
 17.64646352]","[ 4.15603672  2.12932543 10.60466355 ...  8.76219875  5.99850153
  4.4016987 ]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[17.64646352 17.64646352 17.64646352 ... 17.64646352 17.64646352
 17.64646352]",0.0,0.0,217800.0,10.0,2.0,81636.1210109163,0.0,0,136151.87898908328,0.0,0.0,0,0.0,0.0,0,10.010725461847098,0.0,0.0,0,0.0,0.0,0,2.4566197452385516,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[21.80250024 19.77578895 28.25112707 ... 26.40866226 23.64496505
 22.04816221]"
27,28,5734456,Studenthjem/studentboliger,2002,5,0,breeam,1012019,EksisterendeOgBT3,59.963347,10.729232,,,OMT42,72,24,Balansert,2019,Boligblokk,159297.61,217788,Varmesentral 2 (OMT38),Hus,Eldre,Elektrisk gulvvarme på bad. Ventilasjonsvarme,,False,False,False,False,False,False,0,0,True,"[ 4.15603672  2.12932543 10.60466355 ...  8.76219875  5.99850153
  4.4016987 ]","[17.64646352 17.64646352 17.64646352 ... 17.64646352 17.64646352
 17.64646352]","[ 4.15603672  2.12932543 10.60466355 ...  8.76219875  5.99850153
  4.4016987 ]","[22.60569724 22.72341973 24.18377459 ... 19.60749929 18.79983365
 17.1576795 ]","[17.74646352 17.64646352 17.64646352 ... 17.64646352 17.64646352
 17.74646352]",0.0,0.0,217800.0,10.0,2.0,81636.1210109163,0.0,0,136151.87898908328,0.0,0.0,0,0.0,0.0,0,10.010725461847098,0.0,0.0,0,0.0,0.0,0,2.4566197452385516,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[21.80250024 19.77578895 28.25112707 ... 26.40866226 23.64496505
 22.04816221]"
28,29,6029002,Studenthjem/studentboliger,4075,7,0,byggetrinn3,1012024,EksisterendeOgBT3,59.965354,10.730766,,,OMT30A,0,0,Balansert,2024,Boligblokk,0.0,0,Varmesentral 3 (OMT 28),Hus,Eldre,Gulvvarme/Radiator,,False,False,False,False,False,False,0,0,False,"[80.16760499 68.02637762 82.86728964 ... 91.48537918 85.89073304
 84.86377925]","[16.96999805 13.21030118 11.87488945 ... 29.15305937 25.98916132
 20.6269707 ]","[74.13567834 64.1260745  80.11192623 ... 80.52718259 76.67728803
 77.99770661]","[ 6.03192665  3.90030312  2.75536341 ... 10.9581966   9.21344501
  6.86607264]","[16.96999805 13.21030118 11.87488945 ... 29.15305937 25.98916132
 20.6269707 ]",0.0,0.0,766600.0,47.0,46.0,603485.879659625,0.0,0,163145.8619628025,0.0,0.0,0,28.152873444999997,0.0,0,18.757394927500002,0.0,0.0,0,30.241870849999998,0.0,0,15.264780072499999,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[ 97.13760305  81.2366788   94.74217909 ... 120.63843856 111.87989436
 105.49074994]"
29,30,6029032,Studenthjem/studentboliger,2725,6,0,byggetrinn3,1012024,EksisterendeOgBT3,59.965552,10.729925,,,OMT30B,0,0,Balansert,2024,Boligblokk,0.0,0,Varmesentral 3 (OMT 28),Hus,Eldre,Gulvvarme/Radiator,,False,False,False,False,False,False,0,0,False,"[53.60901193 45.49003166 55.41432252 ... 61.17733946 57.43613436
 56.74939839]","[11.34803551  8.83388238  7.94087699 ... 19.49499062 17.37925512
 13.79349574]","[49.57539226 42.8818535  53.57177889 ... 53.84946566 51.27499629
 52.15797559]",[4.03361966 2.60817816 1.84254363 ... 7.3278738  6.16113807 4.5914228 ],"[11.34803551  8.83388238  7.94087699 ... 19.49499062 17.37925512
 13.79349574]",0.0,0.0,512700.0,31.0,30.0,403558.042226375,0.0,0,109097.5395947575,0.0,0.0,0,18.826154635,0.0,0,12.543288632500001,0.0,0.0,0,20.22309155,0.0,0,10.207736367499999,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[64.95704743 54.32391404 63.35519951 ... 80.67233008 74.81538948
 70.54289413]"
30,31,6029336,Studenthjem/studentboliger,5150,6,0,byggetrinn3,1012024,EksisterendeOgBT3,59.965029,10.728655,,,OMT28A,165,55,Balansert,2024,Boligblokk,0.0,0,Varmesentral 3 (OMT 28),Hus,Eldre,Gulvvarme/Radiator,,False,False,False,False,False,False,0,0,False,"[101.31611428  85.97198644 104.72798568 ... 115.61955897 108.54902457
 107.25115659]","[21.446746   16.69522726 15.007529   ... 36.84374375 32.84519775
 26.06844149]","[ 93.69294317  81.042769   101.24574726 ... 101.77054977  96.90503886
  98.57378872]","[ 7.62317111  4.92921744  3.48223842 ... 13.8490092  11.64398571
  8.67736787]","[21.446746   16.69522726 15.007529   ... 36.84374375 32.84519775
 26.06844149]",0.0,0.0,968900.0,59.0,58.0,762687.67613425,0.0,0,206184.340885505,0.0,0.0,0,35.579705090000004,0.0,0,23.705664755,0.0,0.0,0,38.2197877,0.0,0,19.291685245,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[122.76286029 102.6672137  119.73551467 ... 152.46330272 141.39422232
 133.31959809]"
31,32,6029352,Studenthjem/studentboliger,4805,7,0,byggetrinn3,1012024,EksisterendeOgBT3,59.96561,10.729002,,,OMT30D,0,0,Balansert,2024,Boligblokk,0.0,0,Varmesentral 3 (OMT 28),Hus,Eldre,Gulvvarme/Radiator,,False,False,False,False,False,False,0,0,False,"[ 94.52891828  80.21269803  97.71222742 ... 107.87417104 101.2772938
 100.06637038]","[20.01002224 15.57680912 14.00217026 ... 34.37557063 30.64488838
 24.32210901]","[87.41642562 75.6136903  94.46326516 ... 94.952911   90.41334208
 91.97030191]","[ 7.11249266  4.59900773  3.24896225 ... 12.92126004 10.86395172
  8.09606847]","[20.01002224 15.57680912 14.00217026 ... 34.37557063 30.64488838
 24.32210901]",0.0,0.0,904000.0,55.0,54.0,711595.006567975,0.0,0,192371.9918358935,0.0,0.0,0,33.196210283,0.0,0,22.1176153685,0.0,0.0,0,35.65943299,0.0,0,17.9993296315,0.0,0.0,0,panelovnTilGrunnvarme,Referansesituasjon,0,0,0,0,0,"[114.53894052  95.78950715 111.71439767 ... 142.24974166 131.92218218
 124.38847938]"
